time_collected,title,description,source
2026-03-04 10:00:12.413698,Who could be Iran’s next supreme leader? And how is he chosen?,Iran’s authorities have moved fast to show they are still in charge. But selecting a new supreme leader may take some time.,The Conversation Africa
2026-03-04 10:00:23.350303,Amazon Cloud Facilities in Middle East Knocked Out by Apparent Iranian Drone Strikes,Cloud customers are being urged to migrate their data away from the Middle East.,Gizmodo.com
2026-03-04 10:00:23.350309,Missiles over Dubai: Rio Ferdinand details family's fear during Middle East conflict,"Former Manchester United captain Rio Ferdinand has opened up about the harrowing experience his family faced during missile strikes in Dubai, shedding light on the toll of living a",Marca
2026-03-04 10:00:23.350311,Can you shoot a coyote for attacking your dog?,"Can You Legally Shoot a Coyote Attacking Your Dog? Understanding Your Rights The answer to Can you shoot a coyote for attacking your dog? is complex and depends heavily on your location and specific circumstances. Legally speaking, the answer is sometimes, bu…",Lifesciencesworld.com
2026-03-04 10:00:23.350313,Flights from Dubai resume to India amid Iran conflict disruptions,Stranded passengers recount experiences while UAE airports partially reopen,BusinessLine
2026-03-04 10:00:23.350315,Getac eyes defense digitalization amid Middle East conflict escalation,The intensifying conflicts in the Middle East are fueling demand for defense digitalization. Getac Holdings chairman James Hwang noted that as countries worldwide increase their defense budgets and adopt new warfare technologies like drones and AI digitalizat…,Digitimes
2026-03-04 10:00:23.350317,Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes,"President Donald Trump responded to criticism within the MAGA movement over his decision to begin a massive bombing campaign against Iran.
The post Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes first appeared on Media…",Mediaite
2026-03-04 10:00:23.350319,Kerala postpones SSLC and Higher Secondary exams in Middle East centres amid unrest,The Government of Kerala has postponed select SSLC (Class 10) and Higher Secondary (Class 12) examinations scheduled in Middle East centres due to escalating unrest in parts of West Asia. Education Minister V. Sivankutty said exams slated between March 5 and …,The Times of India
2026-03-04 10:00:23.350320,Palash Sen reveals that the first audience to every new composition of his was his baby girl,"Euphoria frontman Palash Sen shares emotional reflections on fatherhood and music, revealing his daughter was the first audience for his compositions. Discover more about his journey as a musician and father.",The Times of India
2026-03-04 10:00:23.350322,"Iran war: Global inflation expected to pick up, survey shows","Survey shows Iran war may increase global inflation, but economic growth prospects remain largely unaffected for now.",Bloomberg
2026-03-04 10:00:23.350324,"A scramble for phones, an unfolding war in Iran and a personal day for Prime Minister Mark Carney","After Canada threw it support behind the U.S. attacks on Iran, Foreign Affairs Minister Anita Anand says it still wants to see a ""diplomatic solution.""",National Post
2026-03-04 10:00:23.350326,Ex-Union Minister K P Unnikrishnan dies at 89,"Elected to the Lok Sabha 6 consecutive times from Vadakara, he served as a Union Minister in the V P Singh Cabinet, holding the portfolios of Surface Transport and Communications during 1989–90",BusinessLine
2026-03-04 10:00:23.350328,Oil prices steady even as US-Iran conflict continues. Is $100 still on track?,"Oil prices climbed above $70 as escalating US-Iran tensions raised fears of supply disruptions through the Strait of Hormuz. Analysts warn that while momentum remains strong, resistance near $77 could trigger consolidation. Markets are weighing inflation risk…",The Times of India
2026-03-04 10:00:23.350329,"NSE, BSE shut today for Holi, global indices under pressure amid rising tensions","On Monday, BSE Sensex fell 1.29% to 80,238.85, while the Nifty 50 declined 1.24% to 24,865",BusinessLine
2026-03-04 10:00:23.350331,Executive One: When U.S President Richard Nixon Traveled on a Regularly Scheduled Commercial Flight in 1973,"On December 26, 1973, President Richard Nixon, his family, staff, and Secret Service detail flew United Airlines flight 55 from Washington D...",Vintag.es
2026-03-04 10:00:23.350333,"Spain condemns US and Israel’s strikes on Iran, denies base use","Spain denies the US use of its military bases for strikes on Iran, condemning what it calls ""unjustified"" intervention.",Israelnationalnews.com
2026-03-04 10:00:23.350335,Gulf War to Operation Sindoor: What India's stock market reactions to past geopolitical risks reveal amid US-Iran conflict,"Amidst the backdrop of international political unrest, Indian markets showcase an impressive ability to weather the storm. Recent analyses highlight that it is the long-term macroeconomic trends, rather than fleeting headlines, that shape market outcomes. Wit…",The Times of India
2026-03-04 10:00:23.350336,Are hummingbirds aggressive towards other hummingbirds?,"Hummingbird Havoc: Are Hummingbirds Aggressive Towards Each Other? Are hummingbirds aggressive towards other hummingbirds? Yes, hummingbirds are notoriously aggressive towards each other, particularly around food sources, displaying territorial behaviors to d…",Lifesciencesworld.com
2026-03-04 10:00:23.350338,White House Mocks Kesha's Outrage About Use Of Her Song In Military Posting - Deadline,"White House Mocks Kesha's Outrage About Use Of Her Song In Military PostingDeadline Kesha Blasts White House for Using Her Song ‘Blow’ in Video That ‘Makes Light of War’: ‘Disgusting and Inhumane’Variety Kesha Rips White House For Using Her Music, Says Trump …",Slashdot.org
2026-03-04 10:00:23.350340,Who could be Iran’s next supreme leader? And how is he chosen?,Iran’s authorities have moved fast to show they are still in charge. But selecting a new supreme leader may take some time.,The Conversation Africa
2026-03-04 10:00:35.068958,Amazon Cloud Facilities in Middle East Knocked Out by Apparent Iranian Drone Strikes,Cloud customers are being urged to migrate their data away from the Middle East.,Gizmodo.com
2026-03-04 10:00:35.068963,Missiles over Dubai: Rio Ferdinand details family's fear during Middle East conflict,"Former Manchester United captain Rio Ferdinand has opened up about the harrowing experience his family faced during missile strikes in Dubai, shedding light on the toll of living a",Marca
2026-03-04 10:00:35.068964,Can you shoot a coyote for attacking your dog?,"Can You Legally Shoot a Coyote Attacking Your Dog? Understanding Your Rights The answer to Can you shoot a coyote for attacking your dog? is complex and depends heavily on your location and specific circumstances. Legally speaking, the answer is sometimes, bu…",Lifesciencesworld.com
2026-03-04 10:00:35.068965,Flights from Dubai resume to India amid Iran conflict disruptions,Stranded passengers recount experiences while UAE airports partially reopen,BusinessLine
2026-03-04 10:00:35.068966,Getac eyes defense digitalization amid Middle East conflict escalation,The intensifying conflicts in the Middle East are fueling demand for defense digitalization. Getac Holdings chairman James Hwang noted that as countries worldwide increase their defense budgets and adopt new warfare technologies like drones and AI digitalizat…,Digitimes
2026-03-04 10:00:35.068967,Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes,"President Donald Trump responded to criticism within the MAGA movement over his decision to begin a massive bombing campaign against Iran.
The post Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes first appeared on Media…",Mediaite
2026-03-04 10:00:35.068968,Kerala postpones SSLC and Higher Secondary exams in Middle East centres amid unrest,The Government of Kerala has postponed select SSLC (Class 10) and Higher Secondary (Class 12) examinations scheduled in Middle East centres due to escalating unrest in parts of West Asia. Education Minister V. Sivankutty said exams slated between March 5 and …,The Times of India
2026-03-04 10:00:35.068969,Palash Sen reveals that the first audience to every new composition of his was his baby girl,"Euphoria frontman Palash Sen shares emotional reflections on fatherhood and music, revealing his daughter was the first audience for his compositions. Discover more about his journey as a musician and father.",The Times of India
2026-03-04 10:00:35.068970,"Iran war: Global inflation expected to pick up, survey shows","Survey shows Iran war may increase global inflation, but economic growth prospects remain largely unaffected for now.",Bloomberg
2026-03-04 10:00:35.068971,"A scramble for phones, an unfolding war in Iran and a personal day for Prime Minister Mark Carney","After Canada threw it support behind the U.S. attacks on Iran, Foreign Affairs Minister Anita Anand says it still wants to see a ""diplomatic solution.""",National Post
2026-03-04 10:00:35.068972,Ex-Union Minister K P Unnikrishnan dies at 89,"Elected to the Lok Sabha 6 consecutive times from Vadakara, he served as a Union Minister in the V P Singh Cabinet, holding the portfolios of Surface Transport and Communications during 1989–90",BusinessLine
2026-03-04 10:00:35.068973,Oil prices steady even as US-Iran conflict continues. Is $100 still on track?,"Oil prices climbed above $70 as escalating US-Iran tensions raised fears of supply disruptions through the Strait of Hormuz. Analysts warn that while momentum remains strong, resistance near $77 could trigger consolidation. Markets are weighing inflation risk…",The Times of India
